cv_id,position_idx,organization,linkedin,position,startDate,endDate,status,department,seniority,title_length,title_word_count,detected_language
197,0,Ecole Hôtelière de Genève | EHG,,Responsable technique,2016-08,,ACTIVE,Information Technology,Lead,21,2,French
198,0,Luxcenture,https://www.linkedin.com/company/luxcentureconnect,Partner,2023-08,,ACTIVE,Business Development,Management,7,1,Other
198,1,Weber Advisory Consulting,https://www.linkedin.com/company/weber-advisory-consulting,Founder,2015-12,,ACTIVE,Other,Management,7,1,German
199,0,Mittelstars,https://www.linkedin.com/company/mittelstars,Geschäftsführer und Podcast-Host,2024-01,,ACTIVE,Other,Management,32,3,German
199,1,Firstlead GmbH / ADCELL,https://www.linkedin.com/company/adcell-firstlead-gmbh,Geschäftsführender Gesellschafter,2004-05,,ACTIVE,Other,Management,33,2,German
199,2,Bermuc Holding GmbH,,Geschäftsführender Gesellschafter,2015-04,,ACTIVE,Other,Management,33,2,German
199,3,Businessangels.de,,Geschäftsführender Gesellschafter,2003-01,,ACTIVE,Other,Management,33,2,German
199,4,Smartbroker Holding AG,https://www.linkedin.com/company/smartbroker-holding,Aufsichtsrat,2020-08,,ACTIVE,Other,Management,12,1,Other
200,0,F Henningsen ApS,,Business Consultant,2016-06,,ACTIVE,Consulting,Professional,19,2,English
201,0,Instituto Vladimir Herzog,https://www.linkedin.com/company/instituto-vladimir-herzog,President Of The Board Of Directors,2017-07,,ACTIVE,Other,Management,35,6,Spanish
203,0,Raiffeisen Bank International AG,https://www.linkedin.com/company/raiffeisen-bank-international,Head of Group Capital Markets,2023-09,,ACTIVE,Other,Lead,29,5,Other
205,0,European Patent Office,https://www.linkedin.com/company/european-patent-office,Chairman of Board of Appeal and Member of Enlarged Board of Appeal,2018-04,,ACTIVE,Other,Management,66,12,French
206,0,Raymond James,https://www.linkedin.com/company/raymond-james-financial-inc-,Citrix Systems Engineer,2024-10,,ACTIVE,Information Technology,Professional,23,3,English
207,0,Amsterdam UMC,https://www.linkedin.com/company/amsterdamumc,Anesthesiemedewerker,2024-02,,ACTIVE,Other,Professional,20,1,French
210,0,VR Payment GmbH,https://www.linkedin.com/company/vrpayment,Vertriebsdirektor,2024-01,,ACTIVE,Sales,Director,17,1,German
210,1,VR Payment GmbH,https://www.linkedin.com/company/vrpayment,Regionalleiter Bankenbetreuung Baden-Württemberg,2019-01,,ACTIVE,Sales,Lead,48,3,French
211,0,Montera ApS,https://www.linkedin.com/company/monteradk,Projektleder,2024-03,,ACTIVE,Project Management,Lead,12,1,French
212,0,GENUSSMOMENTE für digitales Zusammensein,,Geschäftsführer,2020-03,,ACTIVE,Other,Management,15,1,German
212,1,GENUSSMOMENTE für digitales Zusammensein,,Geschäftsführer,2020-03,,ACTIVE,Other,Management,15,1,German
212,2,GENUSSMOMENTE für digitales Zusammensein,,Geschäftsführer,2020-03,,ACTIVE,Other,Management,15,1,German
212,3,KAISERSCHOTE Feinkost Catering GmbH,https://www.linkedin.com/company/kaiserschote,CEO,1992-11,,ACTIVE,Other,Management,3,1,Other
212,4,KAISERSCHOTE Feinkost Catering GmbH,https://www.linkedin.com/company/kaiserschote,Impulsgeber bei KAISERSCHOTE GmbH,1992-03,,ACTIVE,Other,Professional,33,4,German
212,5,KAISERSCHOTE Feinkost Catering GmbH,https://www.linkedin.com/company/kaiserschote,Geschäftsführer,1992-02,,ACTIVE,Other,Management,15,1,German
212,6,KAISERSCHOTE | GENUSSMOMENTE für reales und digitales Zusammensein,,Geschäftsführer,1992-02,,ACTIVE,Other,Management,15,1,German
213,0,BBHT Beratungsgesellschaft mbH & Co. KG,https://www.linkedin.com/company/bbht-beratungsgesellschaft-mbh-&-co-kg,Geschäftsführender Gesellschafter,2015-02,,ACTIVE,Other,Management,33,2,German
213,1,BBHT Beratungsgesellschaft mbH & Co. KG,https://www.linkedin.com/company/bbht-beratungsgesellschaft-mbh-&-co-kg,Senior Managing Consultant,2015-01,,ACTIVE,Consulting,Senior,26,3,English
213,2,BBHT Solutions S.R.L.,https://www.linkedin.com/company/bbht-solutions,Geschäftsführer,2019-02,,ACTIVE,Other,Management,15,1,German
214,0,Ing. Büro W.Meier GmbH,,CEO,1989-03,,ACTIVE,Other,Management,3,1,Other
215,0,Casas André Luiz,https://www.linkedin.com/company/casasandreluiz,Gerente de Comunicação e Marketing,2024-06,,ACTIVE,Marketing,Professional,34,5,Spanish
218,0,Karwendel-Werke Huber GmbH & Co. KG,https://www.linkedin.com/company/karwendel-werke-huber-gmbh-co-kg,Geschäftsführer Finanzen,2006-05,,ACTIVE,Other,Management,24,2,German
219,0,A-ROSA Kreuzfahrten,https://www.linkedin.com/company/a-rosa-kreuzfahrten,CEO,2025-02,,ACTIVE,Other,Management,3,1,Other
221,0,de Taxatheek,,Algemeen directeur,1996-01,,ACTIVE,Other,Management,18,2,French
222,0,JPMorgan Chase & Co.,https://www.linkedin.com/company/jpmorganchase,Executive Director,2017-03,,ACTIVE,Other,Management,18,2,English
224,0,ENOUGH,https://www.linkedin.com/company/enough-food,Supply Chain Lead & Master Planning,2024-10,,ACTIVE,Other,Lead,35,6,French
225,0,Switch GmbH,https://www.linkedin.com/company/switchgmbh,Chief Executive Officer,2022-02,,ACTIVE,Other,Management,23,3,English
226,0,"Triad Technologies, LLC",https://www.linkedin.com/company/triad-technologies-llc,Information Technology Business Analyst,2023-04,,ACTIVE,Information Technology,Professional,39,4,English
227,0,SAP,https://www.linkedin.com/company/sap,Global VP and Head of Sustainability Innovation,2021-04,,ACTIVE,Other,Management,47,7,Other
227,1,SAP,https://www.linkedin.com/company/sap,Head of Startup Engagements for S/4HANA and Digital Supply Chain,2019-09,,ACTIVE,Business Development,Lead,64,10,Other
229,0,EIKONA AG,https://www.linkedin.com/company/eikona-logistics,Vorstandsvorsitzender,2019-03,,ACTIVE,Other,Management,21,1,German
229,1,EIKONA AG,https://www.linkedin.com/company/eikona-logistics,Geschäftsführer,2019-03,,ACTIVE,Other,Management,15,1,German
230,0,Principal Vermögensverwaltung AG,https://www.linkedin.com/company/principal-vermögensverwaltung-ag,Private Equity Investments,2017-12,,ACTIVE,Other,Professional,26,3,Turkish
231,0,University of Central Lancashire,,DevOps Orchestration Manager,2025-01,,ACTIVE,Information Technology,Professional,28,3,English
232,0,SPAR Österreich,https://www.linkedin.com/company/spar-oesterreich,Leiter Expansion und Projektentwicklung,2010-09,,ACTIVE,Project Management,Lead,39,4,German
234,0,Amphasys,https://www.linkedin.com/company/amphasys,Head of Marketing: Promoting label-free cell analysis technology,2024-03,,ACTIVE,Marketing,Lead,64,8,English
235,0,Autohaus Walter Mulfinger GmbH,https://www.linkedin.com/company/autohaus-walter-mulfinger-gmbh,Kfz-Mechatroniker,2006-09,,ACTIVE,Other,Professional,17,1,Other
236,0,HEUSSINGER.de,https://www.linkedin.com/company/heussinger.de,Grafik Designer,1989-10,,ACTIVE,Marketing,Professional,15,2,English
237,0,Solid Technology Solutions,,Chief Technology Officer,2009-08,,ACTIVE,Information Technology,Management,24,3,English
238,0,Qatar Airways,https://www.linkedin.com/company/qatar-airways,Manager Regional Key Accounts Americas,2024-01,,ACTIVE,Sales,Professional,38,5,English
239,0,GE Healthcare,https://www.linkedin.com/company/gehealthcare,Digital Project Managerin Marketing,2020-03,,ACTIVE,Marketing,Professional,35,4,English
240,0,Beckmann Verlag,https://www.linkedin.com/company/beckmann-verlag,Mediaberater DpS - Fachzeitschrift f. Schädlingsbekämpfung/SalesManager DpS - Pest Control Magazine,2014-10,,ACTIVE,Sales,Professional,99,11,English
242,1,European Union Mission in Armenia,https://www.linkedin.com/company/european-union-mission-in-armenia,Head of Logistics,2023-03,,ACTIVE,Other,Lead,17,3,Other
243,0,AXRO GmbH,https://www.linkedin.com/company/axro-gmbh,Data Analyst,2024-09,,ACTIVE,Information Technology,Professional,12,2,English
245,0,WEVG Salzgitter GmbH & Co. KG,,kfm. Prokurist,2010-01,,ACTIVE,Other,Management,14,2,Other
246,0,CEIR - Center for Enterprise Information Research at University of Koblenz,https://www.linkedin.com/company/ceir,Professor,2006-10,,ACTIVE,Other,Professional,9,1,Other
246,1,IBD | Integrated Business Design,https://www.linkedin.com/company/integrated-business-design,Founding Partner,2021-12,,ACTIVE,Other,Management,16,2,German
247,0,Edusco construction,,Directeur de la construction,2025-01,,ACTIVE,Other,Director,28,4,French
247,1,Groupe Pelco/Dmo,,Directeur projet,2023-03,,ACTIVE,Project Management,Director,16,2,French
247,2,Concept SJDL inc,,Entrepreneur general et consultat construction,2022-01,,ACTIVE,Consulting,Management,46,5,Other
249,0,M H windows decor pvt ltd,,Director of Business Development,2000,,ACTIVE,Business Development,Director,32,4,English
250,0,Scheck Lagerhaus Transporte GmbH,https://www.linkedin.com/company/scheck-lagerhaus-transporte-gmbh,Neutraubling,1993-04,,ACTIVE,Other,Professional,12,1,Other
251,0,ALTE OLDENBURGER Krankenversicherung AG,https://www.linkedin.com/company/alte-oldenburger-krankenversicherung-ag,Abteilungsdirektor Vertrieb,2009-04,,ACTIVE,Sales,Director,27,2,German
252,0,Tetrao,https://www.linkedin.com/company/tetrao,Data Analyst (Sustainable & Fund Finance),2020-03,,ACTIVE,Other,Professional,41,6,English
253,0,Itsy,https://www.linkedin.com/company/itsy-se,Kundansvarig,2025-01,,ACTIVE,Sales,Professional,12,1,German
254,0,FalkenSteg,https://www.linkedin.com/company/falkensteg-gmbh,Geschäftsführer,2016-01,,ACTIVE,Other,Management,15,1,German
255,0,Bürgeramt Bremen,,Referatsleiter,2023-10,,ACTIVE,Other,Lead,14,1,German
255,3,Freie Hansestadt Bremen - Der Senator für Inneres - Bürgeramt,,Verwaltungsangestellter,2005-10,,ACTIVE,Administrative,Professional,23,1,German
256,0,Evonik,https://www.linkedin.com/company/evonik,Global IT | Solution Architect Supply Chain Transportation,2021-09,,ACTIVE,Information Technology,Professional,58,8,English
258,0,Musik Hug AG,https://www.linkedin.com/company/musikhug,Leiterin E-Commerce,2023-09,,ACTIVE,Marketing,Lead,19,2,German
259,0,Agentur Rinn,,Büroleiter,2018-10,,ACTIVE,Administrative,Lead,10,1,German
260,0,Eagle International Logistics,https://www.linkedin.com/company/eagleintlog,Managing Director,2021-08,,ACTIVE,Other,Management,17,2,English
261,0,TMD Friction,https://www.linkedin.com/company/tmd-friction,ppa. Head of Treasury & Insurance,2023-04,,ACTIVE,Other,Lead,33,6,Other
262,0,GRUNDFOS,https://www.linkedin.com/company/grundfos,Sourcing Specialist,2025-04,,ACTIVE,Purchasing,Professional,19,2,English
266,0,Suregen Health-IT consulting,,"Founder, Owner",2023-01,,ACTIVE,Other,Management,14,2,German
267,0,ONSKINERY,https://www.linkedin.com/company/onskinery,Marketplace Manager / Online Shop Manager,2022-05,,ACTIVE,Sales,Professional,41,6,English
268,0,Deutsche Bahn,https://www.linkedin.com/company/deutschebahn,Vorsitzender des Vorstandes (CEO),2017,,ACTIVE,Other,Management,33,4,German
269,0,Bodensee Pharma GmbH,,Geschäftsführer,2016-03,,ACTIVE,Other,Management,15,1,German
270,0,Kanton Aargau,https://www.linkedin.com/company/kantonaargau,Teamleiter Disposition Fahrzeuge und Stv. Ressourcenplaner,2012-05,,ACTIVE,Other,Lead,58,6,German
272,0,Cisco,https://www.linkedin.com/company/cisco,Account Manager,2025-05,,ACTIVE,Sales,Professional,15,2,English
273,0,Oxford Instruments plc,https://www.linkedin.com/company/oxford-instruments,Head of Marketing Communications EMEA - Oxford Instruments Group,2024-10,,ACTIVE,Marketing,Lead,64,9,English
274,0,URBANCONCEPT,,Unternehmensinhaber,2022-07,,ACTIVE,Other,Management,19,1,Other
274,1,URBANBOX.Container,,Unternehmensinhaber,2020-05,,ACTIVE,Other,Management,19,1,Other
274,2,URBANSHOF,,Unternehmensinhaber,1999-07,,ACTIVE,Other,Management,19,1,Other
275,0,Holland Pharma,,Marktondersteuning,2010-10,,ACTIVE,Sales,Junior,18,1,German
275,1,Nederlandse Drogisterij Service & Holland Pharma,,Account Manager,2010-10,,ACTIVE,Sales,Professional,15,2,English
276,0,OpenValue,https://www.linkedin.com/company/openvalue,Director OpenValue Amsterdam,2020-11,,ACTIVE,Other,Director,28,3,English
276,1,Code Nomads,https://www.linkedin.com/company/code-nomads,Director Code Nomads Amsterdam,2023-08,,ACTIVE,Information Technology,Director,30,4,Spanish
277,0,FedEx,https://www.linkedin.com/company/fedex,Senior Customer Care Representative,2024-10,,ACTIVE,Customer Support,Senior,35,4,English
279,0,VORWERK ELEKTROWERKE GMBH & CO.KG,https://www.linkedin.com/company/vorwerk-elektrowerke-gmbh-&-co.kg,CTO,2024-01,,ACTIVE,Information Technology,Management,3,1,Other
280,0,BMW Group,https://www.linkedin.com/company/bmw-group,Group Design Strategy & -targets,2018-01,,ACTIVE,Other,Professional,32,5,French
281,0,vsonix GmbH,https://www.linkedin.com/company/vsonix-gmbh,CEO,2012-01,,ACTIVE,Other,Management,3,1,Other
282,0,CPS Anwendungsberatung für die Wellpappenindustrie,,Managing Director,2006-04,,ACTIVE,Other,Management,17,2,English
283,0,KPMG Austria,https://www.linkedin.com/company/kpmg-austria,Assistant Manager,2025-01,,ACTIVE,Other,Lead,17,2,English
283,1,KPMG Austria,https://www.linkedin.com/company/kpmg-austria,Senior Audit Associate,2023-01,,ACTIVE,Other,Senior,22,3,English
286,0,SCALES Group A/S,https://www.linkedin.com/company/scales-group-a-s,Lead consultant,2025-01,,ACTIVE,Consulting,Lead,15,2,English
287,0,123BAG GmbH,https://www.linkedin.com/company/123bag-gmbh,Geschäftsführender Gesellschafter,2019-11,,ACTIVE,Other,Management,33,2,German
287,1,Alexander Böhler,,Werteorientiertes Führungskräftetraining,2016-01,,ACTIVE,Consulting,Professional,40,2,Other
288,0,JACOB Group,https://www.linkedin.com/company/jacobgroup,Head of IT Services & Operations Management,2021-04,,ACTIVE,Information Technology,Lead,43,7,Other
289,0,hGears,https://www.linkedin.com/company/hgears,Teamleader IT Operations Management,2024-01,,ACTIVE,Information Technology,Lead,35,4,French
290,0,N+S Bürocenter,,Vertrieb,1997-02,,ACTIVE,Sales,Professional,8,1,German
291,0,Siemens,https://www.linkedin.com/company/siemens,Technischer Experte für Stellwerkstechnik,2020-01,,ACTIVE,Information Technology,Senior,41,4,German
292,0,HvS-Consulting AG,https://www.linkedin.com/company/hvs-consulting-gmbh,HR-Manager,2019-01,,ACTIVE,Human Resources,Professional,10,1,English
294,0,TAV Operation Services,https://www.linkedin.com/company/tavos,Operation Supervisor,2024-08,,ACTIVE,Other,Lead,20,2,English
296,0,MorgenFund,https://www.linkedin.com/company/morgenfund,Geschäftsführer,2024-05,,ACTIVE,Other,Management,15,1,German
297,0,Bosch,https://www.linkedin.com/company/bosch,Konstrukteur,2024-02,,ACTIVE,Other,Professional,12,1,Other
298,0,Daimler Buses GmbH,https://www.linkedin.com/company/daimlerbuses,Projektleiter in der Engineering IT,2022-10,,ACTIVE,Information Technology,Lead,35,5,German
299,0,Evidentia bv,,Sales & Marketing Management,2010-01,,ACTIVE,Other,Professional,28,4,English
299,1,Jaguar Land Rover Belux,https://www.linkedin.com/company/jaguar-land-rover_1,Retail Marketing Management,2018-01,,ACTIVE,Marketing,Professional,27,3,English
301,0,blueReport (cognita AG),https://www.linkedin.com/company/cognita-ag,Ruby Fullstack Developer,2022-10,,ACTIVE,Information Technology,Professional,24,3,English
302,0,Fischer-Plastik GesmbH,,CEO,1990-04,,ACTIVE,Other,Management,3,1,Other
303,0,EQUANS France,https://www.linkedin.com/company/equans-france,Chef de projet senior,2021-07,,ACTIVE,Project Management,Senior,21,4,French
305,0,Adform,https://www.linkedin.com/company/adform,Country Manager Czech Republic and Slovakia,2020-03,,ACTIVE,Other,Lead,43,6,English
305,1,Adform,https://www.linkedin.com/company/adform,Executive Director at Adform s.r.o.,2018-11,,ACTIVE,Other,Director,35,5,English
307,0,Yatego GmbH,https://www.linkedin.com/company/yatego-gmbh,Geschäftsführer,2017-01,,ACTIVE,Other,Management,15,1,German
307,1,Yatego GmbH,https://www.linkedin.com/company/yatego-gmbh,Head of Account Management,2013-04,,ACTIVE,Sales,Lead,26,4,Other
308,0,AYRES Composite Panels,https://www.linkedin.com/company/ayres-composite-panels,Group CEO,2018-07,,ACTIVE,Other,Management,9,2,Other
310,0,Thames Valley Children's Centre,https://www.linkedin.com/company/thames-valley-children's-centre,"Director, Finance and Information Technology",2018,,ACTIVE,Other,Director,44,5,English
311,0,Abschleppdienst Potsdam Nord Süd gmbh,,Bergungsleiter,2004-04,,ACTIVE,Other,Lead,14,1,German
313,0,Yorizon Cloud,https://www.linkedin.com/company/yorizon-cloud,Co-CEO,2024-06,,ACTIVE,Other,Management,6,1,Other
313,1,SCHWEINAR CONSULTING,https://www.linkedin.com/company/schweinar-consulting,Founder,2017-12,,ACTIVE,Other,Management,7,1,German
314,0,Airbus,https://www.linkedin.com/company/airbusgroup,Aircraft Physical Security Expert,2006-10,,ACTIVE,Other,Senior,33,4,Other
316,0,BASF,https://www.linkedin.com/company/basf,General Manager,1994-10,,ACTIVE,Other,Management,15,2,English
318,0,FNZ Bank SE,,Head of Regulatory Projects,2023-09,,ACTIVE,Consulting,Lead,27,4,English
319,0,GBOH Technology,https://www.linkedin.com/company/gboh-technologies,Owner,2021-07,,ACTIVE,Other,Management,5,1,Other
320,0,Syrena Real Estate,https://www.linkedin.com/company/syrena-re,Financial Analyst,2024-10,,ACTIVE,Other,Professional,17,2,English
321,0,Tandem 50,,Mentor,2017-07,,ACTIVE,Other,Senior,6,1,Other
322,0,Interstarch,https://www.linkedin.com/company/interstarch-ukraine,Vertriebsingenieur,2024-10,,ACTIVE,Sales,Professional,18,1,German
323,0,Westfälisches Energieinstitut,,Professor im Ruhestand,2023-03,,ACTIVE,Other,Professional,22,3,Other
323,1,Westfälisches Energieinstitut,,Vorstandsmitglied,2001-12,,ACTIVE,Other,Management,17,1,Other
325,0,Liebherr Group,https://www.linkedin.com/company/liebherr,Vedoucí pobočky Popůvky,2024-01,,ACTIVE,Administrative,Lead,23,3,Turkish
326,1,Strukton,,Lead engineer/ groepscoordinator,1999,,ACTIVE,Information Technology,Lead,32,3,English
327,0,Raff Sanitär GmbH,https://www.linkedin.com/company/raff-sanitär-gmbh,Geschäftsfüherer,1994-01,,ACTIVE,Other,Management,16,1,Other
328,0,Landeshauptstadt Mainz,https://www.linkedin.com/company/landeshauptstadt-mainz,"Dezernat für Wirtschaft, Stadtentwicklung, Liegenschaften und Ordnungswesen - Büroleitung/Referent",2019-02,,ACTIVE,Other,Lead,98,9,German
329,0,CETIN Serbia,https://www.linkedin.com/company/cetin-serbia,Senior Enterprise IT Systems Specialist,2024-04,,ACTIVE,Information Technology,Senior,39,5,English
330,0,Botilbuddet Katrinebjerg,,Vikar,2024-11,,ACTIVE,Other,Junior,5,1,Other
331,0,Rescop,https://www.linkedin.com/company/rescop-b.v.,General Manager,2023-01,,ACTIVE,Other,Management,15,2,English
332,0,"GROB Systems, Inc",https://www.linkedin.com/company/grob-systems-inc,Chief Sales Officer (CSO),2024-01,,ACTIVE,Sales,Management,25,4,English
333,0,Nestlé Waters Deutschland GmbH,,Key Account Manager,2006-09,,ACTIVE,Sales,Professional,19,3,English
334,0,Sleeping Bird,,Selbstständig,2019-05,,ACTIVE,Other,Professional,13,1,Other
334,1,Verkehrsbetriebe St.Gallen,,Projektleiter,2018-03,,ACTIVE,Project Management,Lead,13,1,German
335,0,D18 Partners,,Project Manager,2023-01,,ACTIVE,Project Management,Professional,15,2,English
336,0,Université du Maine-Le Mans-Laval,,Enseignant,2013-09,,ACTIVE,Other,Professional,10,1,Other
338,0,Eviden,https://www.linkedin.com/company/eviden,Senior Account Manager Public Sector,2023-05,,ACTIVE,Sales,Senior,36,5,English
339,0,ThyssenKrupp AG,https://www.linkedin.com/company/thyssenkrupp,Senior Consultant Procurement Excellence,2022-08,,ACTIVE,Consulting,Senior,40,4,English
340,0,Anwaltskanzlei Heinemann,https://www.linkedin.com/company/anwaltskanzlei-heinemann,Rechtsanwalt,1995-07,,ACTIVE,Other,Professional,12,1,Other
340,1,Anwaltskanzlei Heinemann,https://www.linkedin.com/company/anwaltskanzlei-heinemann,Rechtsanwalt,1976-01,,ACTIVE,Other,Professional,12,1,Other
341,0,Wipotec,https://www.linkedin.com/company/wipotec,Commercial Service Manager,2023-07,,ACTIVE,Customer Support,Professional,26,3,English
341,1,Wipotec,https://www.linkedin.com/company/wipotec,Teamleitung - Ersatzteile,2019-07,,ACTIVE,Purchasing,Lead,25,3,French
342,0,Bayer,https://www.linkedin.com/company/bayer,Head of CapEx Delivery Management and Planning Site Leverkusen,2025-01,,ACTIVE,Project Management,Lead,62,9,French
343,0,Letec-Terem,,Quality Manager,2002-02,,ACTIVE,Other,Professional,15,2,English
344,0,Bechtle Schweiz AG,https://www.linkedin.com/company/bechtle-schweiz-ag,Senior IT-Lizenzspezialist,2010-08,,ACTIVE,Information Technology,Senior,26,2,English
345,0,Sodexo Defence (UK),https://www.linkedin.com/company/sodexo,Strategy Director,2009,,ACTIVE,Business Development,Director,17,2,English
346,0,Richnerstutz AG,https://www.linkedin.com/company/richnerstutz-ag,Unternehmensinhaber,2023-01,,ACTIVE,Other,Management,19,1,Other
346,1,Richnerstutz AG,https://www.linkedin.com/company/richnerstutz-ag,Geschäftsleiter,1988-01,,ACTIVE,Other,Lead,15,1,German
347,0,doxx GmbH,https://www.linkedin.com/company/doxx-gmbh,Unternehmensinhaber,2010-03,,ACTIVE,Other,Management,19,1,Other
348,0,AWEX,https://www.linkedin.com/company/awexgmbh,Managing Director,2021-01,,ACTIVE,Other,Management,17,2,English
349,0,EMEA Business Group,https://www.linkedin.com/company/emea-business-group,Director Commercial Operations,2012-01,,ACTIVE,Marketing,Director,30,3,English
350,0,Roche Pharmaceuticals,https://www.linkedin.com/company/roche,Betriebsleiter API-Produktion,2001,,ACTIVE,Information Technology,Lead,29,2,French
351,0,RACE FX LIMITED,https://www.linkedin.com/company/race-fx-limited,Human Resources Specialist,2021-06,,ACTIVE,Human Resources,Professional,26,3,English
352,0,BAUKING AG,https://www.linkedin.com/company/bauking,49504,2009-08,,ACTIVE,Other,Professional,5,1,Other
353,0,PATTON STATE HOSPITAL,,Family Nurse Practitioner,2012-12,,ACTIVE,Other,Professional,25,3,Other
354,0,Stellantis,https://www.linkedin.com/company/stellantis,Global Chief Engineer / Manager - Power Electronics (OBC/DCDC),2024-09,,ACTIVE,Information Technology,Lead,62,9,English
355,0,rido gmbh,,Inhaber rido gmbh,2018-08,,ACTIVE,Other,Management,17,3,Other
355,2,Selbstständig,,Einrichtungsberater,2001-01,,ACTIVE,Other,Professional,19,1,German
356,0,All for One Switzerland AG,https://www.linkedin.com/company/allforoneswitzerland,SAP Solutions Consultant,2022-10,,ACTIVE,Consulting,Professional,24,3,English
357,0,LR Global Holding GmbH,https://www.linkedin.com/company/lr-global-holding-gmbh,Senior Treasury Manager,2017-09,,ACTIVE,Other,Senior,23,3,English
358,0,Randstad Deutschland,https://www.linkedin.com/company/randstad-deutschland,Senior Consultant,2024-07,,ACTIVE,Consulting,Senior,17,2,English
359,0,Alexander Klaus Freelance- & Interims- Marketing Consulting,,Freelance Marketing Consulting / Client Service / Interim Marketing & Branding,2022-04,,ACTIVE,Consulting,Professional,78,11,English
360,0,Anyline,https://www.linkedin.com/company/anyline,VP Product Management,2025-01,,ACTIVE,Project Management,Management,21,3,French
361,0,VON ARDENNE GmbH,https://www.linkedin.com/company/von-ardenne,Head of Mechanical Engiuneering,2017,,ACTIVE,Other,Lead,31,4,Other
361,1,VON ARDENNE GmbH,https://www.linkedin.com/company/von-ardenne,Senior Manager Product Development,2014-06,,ACTIVE,Information Technology,Senior,34,4,English
362,0,Masmec S.p.A.,https://www.linkedin.com/company/masmec-spa,Progettista Finanza Agevolata - Research Funding & Administration,2024-04,,ACTIVE,Other,Professional,65,8,German
364,0,Oracle,https://www.linkedin.com/company/oracle,Software Engineer IV,2022-10,,ACTIVE,Information Technology,Senior,20,3,English
365,0,Whitefish Lake First Nation #459,,Communications Coordinator,2019-10,,ACTIVE,Marketing,Lead,26,2,English
366,0,Australian Museum,https://www.linkedin.com/company/australian-museum,Head of ICT,2023-12,,ACTIVE,Information Technology,Lead,11,3,Other
367,0,aquantus gmbh,,Managing Director,2017-02,,ACTIVE,Other,Management,17,2,English
367,1,Simulation Technology,,Chief Researcher,1997-08,,ACTIVE,Information Technology,Professional,16,2,Other
368,0,OCB RENOV,,Responsable,2022-07,,ACTIVE,Other,Lead,11,1,French
369,0,PREO Software AG,https://www.linkedin.com/company/preo-software-ag,Head of Sales DACH,2022-10,,ACTIVE,Sales,Lead,18,4,English
370,0,IBM Deutschland GmbH,,Senior Partner,2022-11,,ACTIVE,Business Development,Senior,14,2,English
370,1,IBM,https://www.linkedin.com/company/ibm,Partner,2018-11,,ACTIVE,Business Development,Management,7,1,Other
371,0,Uhlmann Pac-Systeme,https://www.linkedin.com/company/uhlmann-pac-systeme,Application Consultant,2000-10,,ACTIVE,Consulting,Professional,22,2,English
372,0,Oppskvær AS - for team som må lykkes,https://www.linkedin.com/company/oppskvaer,Partner,2020-05,,ACTIVE,Business Development,Management,7,1,Other
372,1,"KAI KRÜGER Krüger Kommunikasjon AS Liaveien 16, 1369 Stabekk",,CEO Krüger Kommunikasjon AS,2018-03,,ACTIVE,Other,Management,27,4,Other
372,2,Modus Design AS,,Board Member,2019-01,,ACTIVE,Other,Management,12,2,Other
372,3,Veidekke ASA,https://www.linkedin.com/company/veidekke-asa,"Executive Vice President,Special Adviser",2013-06,,ACTIVE,Other,Management,40,4,English
373,0,Technische Universität Kaiserslautern,,Postdoctoral Researcher and Lecturer,2020-05,,ACTIVE,Other,Professional,36,4,French
374,0,Benchmark Electrical Solutions,https://www.linkedin.com/company/benchmark-electrical-solutions,Purchasing Manager,2018-04,,ACTIVE,Purchasing,Professional,18,2,English
375,0,University of New Brunswick,,Postdoctoral Research Fellow,2024-01,,ACTIVE,Other,Professional,28,3,Other
377,0,Schleuniger Global,https://www.linkedin.com/company/schleuniger,Strategic Purchasing Manager • Group Purchasing,2024-05,,ACTIVE,Purchasing,Professional,47,6,English
378,0,Egen verksamhet,https://www.linkedin.com/company/egen-verksamhet,Konsult HR,2018-01,,ACTIVE,Human Resources,Professional,10,2,Other
379,0,Oldenburgische Landesbank AG,https://www.linkedin.com/company/oldenburgische-landesbank-ag,Leiter Vergütung & Versorgung,1983-07,,ACTIVE,Human Resources,Lead,29,4,German
380,0,Vision Lasertechnik für Forschung und Industrie GmbH,,Produktmanager Optomechanik,2017-04,,ACTIVE,Project Management,Professional,27,2,English
381,0,LPL Financial,https://www.linkedin.com/company/lpl-financial,Senior Vice President,2023-04,,ACTIVE,Other,Management,21,3,English
382,0,Beeldvorming MUMC+,https://www.linkedin.com/company/beeldvorming-mumc,Clinical Physicist,2023-07,,ACTIVE,Other,Professional,18,2,Other
382,1,"Institute of Radiology, Friedrich-Alexander University, Erlangen",,Researcher,2023-11,,ACTIVE,Other,Professional,10,1,Other
382,2,"Eberhard Karls Universität, Tübingen",,apl. Professor (adjunct professor),2011-08,,ACTIVE,Other,Professional,34,4,Other
383,0,keine Angabe,https://www.linkedin.com/company/loesche.-kreationen-f-r-licht,Arbeitslos,2023-07,,ACTIVE,Other,Professional,10,1,German
384,0,UNSW,,"Senior Lecturer, Education-Focused",2020-05,,ACTIVE,Other,Senior,34,3,French
386,0,NEIS Collective,https://www.linkedin.com/company/neis-collective,Director of Sales & Marketing,2023-01,,ACTIVE,Sales,Director,29,5,English
387,0,KALORIMETA GmbH,https://www.linkedin.com/company/kalorimeta-gmbh,Master Data & Demand Manager Supply Chain Management,2024-06,,ACTIVE,Other,Professional,52,8,English
